source,target,weight,interaction
APP,ZNF365,2558.0,physical association
APP,ZNF410,2558.0,physical association
APP,ZNF574,2558.0,physical association
APP,ZNF622,2558.0,physical association
APP,ZNF684,2558.0,physical association
APP,ZNF706,2558.0,physical association
APP,ZNF740,2558.0,physical association
APP,ZSCAN1,2558.0,physical association
APP,ZW10,2558.0,physical association
CUL3,APPBP2,4597.0,physical association
APPL1,APPL2,9.0,physical association
APPL1,FSHR,7.0,physical association
APPL1,PIK3CA,11.0,physical association
FSHR,APPL2,9.0,physical association
IKBKG,APRT,239.0,physical association
IL7R,APRT,111.0,physical association
AQP1,CCDC136,619.0,physical association
AQP1,CCDC36,619.0,physical association
AQP1,CCDC57,619.0,physical association
AQP1,CEP44,619.0,physical association
AQP1,CRTAC1,619.0,physical association
AQP1,CSRNP1,619.0,physical association
AQP1,FOS,619.0,physical association
AQP1,FSD2,619.0,physical association
AQP1,IKZF2,619.0,physical association
AQP1,IKZF3,619.0,physical association
AQP1,KCTD9,619.0,physical association
AQP1,KIAA1958,619.0,physical association
AQP1,KRT31,619.0,physical association
AQP1,KRT33B,619.0,physical association
AQP1,KRT40,619.0,physical association
AQP1,KRTAP10-3,619.0,physical association
AQP1,KRTAP10-7,619.0,physical association
AQP1,KRTAP4-2,619.0,physical association
AQP1,KRTAP9-2,619.0,physical association
AQP1,MID2,619.0,physical association
AQP1,MTUS2,619.0,physical association
AQP1,NBPF22P,619.0,physical association
AQP1,RGS17,619.0,physical association
AQP1,RGS20,619.0,physical association
AQP1,RIMBP3,619.0,physical association
AQP1,SIAH1,619.0,physical association
AQP1,SPRY2,619.0,physical association
AQP1,TCF4,619.0,physical association
AQP1,TNK2,619.0,physical association
AQP1,TRAF1,619.0,physical association
AQP1,TRAF2,619.0,physical association
AQP1,TRIM23,619.0,physical association
AQP1,TRIP6,619.0,physical association
AQP3,HNF4A,2827.0,physical association
AQP5,HNRNPK,619.0,physical association
AQP5,KRT31,619.0,physical association
AQP5,KRT40,619.0,physical association
AQP9,FATE1,619.0,physical association
COMMD3-BMI1,AQR,4574.0,physical association
RNF2,AQR,4574.0,physical association
SUZ12,AQR,4574.0,physical association
COMMD3-BMI1,AR,4574.0,physical association
CTNNB1,AR,1.0,physical association
EED,AR,4574.0,physical association
EGR1,AR,20.0,physical association
EP300,AR,20.0,physical association
AR,ESR2,8.0,physical association
EZH2,AR,4574.0,physical association
FOLH1,AR,4.0,physical association
GATA3,AR,20.0,physical association
GATA4,AR,20.0,physical association
AR,HHAT,20.0,physical association
HIF1A,AR,20.0,physical association
IRF1,AR,20.0,physical association
AR,KLK2,3.0,physical association
KLK3,AR,40.0,physical association
NFAT5,AR,7.0,physical association
NPAS2,AR,20.0,physical association
AR,PARP1,20.0,physical association
AR,PAX3,20.0,physical association
PAX5,AR,20.0,physical association
PIAS2,AR,4.0,physical association
PIK3R1,AR,5.0,physical association
AR,PKLR,20.0,physical association
AR,PLCG1,7.0,physical association
REL,AR,20.0,physical association
RNF2,AR,4574.0,physical association
AR,SRC,5.0,physical association
SUZ12,AR,4574.0,physical association
TCF3,AR,20.0,physical association
TGFB1,AR,1.0,physical association
AR,TMPRSS2,3.0,physical association
UBE2I,AR,4.0,physical association
HRAS,ARAF,33.0,physical association
IRAK2,ARAF,788.0,physical association
IRF7,ARAF,788.0,physical association
ARAF,KRAS,619.0,physical association
TIRAP,ARAF,788.0,physical association
RNF2,ARCN1,4574.0,physical association
AREG,KRTAP10-3,619.0,physical association
ARHGAP21,ARF1,6.0,physical association
PLA2G6,ARF1,4.0,physical association
ARF4,RCHY1,3695.0,physical association
ARF4,SDCBP2,619.0,physical association
ARF6,GGA1,2.0,physical association
ARF6,MAPK8IP3,6.0,physical association
ARF6,SPAG9,6.0,physical association
TRIM23,ARFGAP1,619.0,physical association
ERAP1,ARFGEF2,3.0,physical association
NUCB2,ARFGEF2,3.0,physical association
TNFRSF1A,ARFGEF2,3.0,physical association
COMMD3-BMI1,ARG1,4574.0,physical association
EZH2,ARG1,4574.0,physical association
FLOT1,ARG1,8.0,physical association
SUZ12,ARG1,4574.0,physical association
ARG2,MUC5AC,1.0,physical association
EED,ARGLU1,4574.0,physical association
IKBKG,ARGLU1,239.0,physical association
SRPK1,ARGLU1,1283.0,phosphorylation reaction
SRPK2,ARGLU1,1283.0,phosphorylation reaction
SRPK1,ARHGAP12,1283.0,phosphorylation reaction
ARHGAP19,POLR2F,146.0,physical association
CACNA1A,ARHGAP22,162.0,physical association
ARHGAP24,CEBPD,77.0,physical association
SRPK1,ARHGAP26,1283.0,phosphorylation reaction
GABARAP,ARHGAP32,3.0,physical association
GABARAPL1,ARHGAP32,3.0,physical association
CASP1,ARHGDIA,13.0,protein cleavage
CASP3,ARHGDIA,13.0,protein cleavage
ARHGDIA,CASP7,13.0,protein cleavage
CDC42,ARHGDIA,18.0,physical association
GZMB,ARHGDIA,17.0,protein cleavage
IL7R,ARHGDIA,111.0,physical association
RAC1,ARHGDIA,11.0,physical association
RAC2,ARHGDIA,11.0,physical association
RHOA,ARHGDIA,619.0,physical association
RHOB,ARHGDIA,21.0,physical association
RHOG,ARHGDIA,11.0,physical association
RHOH,ARHGDIA,11.0,physical association
CARD9,ARHGDIB,13.0,physical association
ARHGDIG,CEP170P1,619.0,physical association
ARHGDIG,KXD1,619.0,physical association
ARHGEF1,CTNNAL1,6.0,physical association
ARHGEF10,LYL1,171.0,physical association
PLCG1,ARHGEF11,89.0,physical association
RHOB,ARHGEF11,21.0,physical association
ARHGEF2,TBK1,2.0,physical association
RHOB,ARHGEF28,21.0,physical association
TRIM23,ARHGEF3,619.0,physical association
PAK2,ARHGEF6,3.0,phosphorylation reaction
ERBB2IP,ARHGEF7,184.0,physical association
NOD2,ARHGEF7,5.0,physical association
ARHGEF7,PAK1,3.0,phosphorylation reaction
RAC1,ARHGEF7,5.0,physical association
ARHGEF7,SHC1,2.0,physical association
CDH1,ARID1A,1.0,physical association
ARID1A,ELAVL1,481.0,physical association
ISG15,ARID5B,311.0,physical association
LYL1,ARL1,171.0,physical association
RNF2,ARL1,4574.0,physical association
ARL2,ARL2BP,619.0,physical association
ARL2,PDE6D,619.0,physical association
ARL2,TBL1XR1,619.0,physical association
ARL2,UNC119,619.0,physical association
ARL4A,EGR1,137.0,physical association
ARL4A,SP1,137.0,physical association
ARL4D,CCDC102B,619.0,physical association
ARL5A,ELAVL1,481.0,physical association
ARL5B,POLR2F,146.0,physical association
IKBKG,ARL6IP4,239.0,physical association
SRPK1,ARL6IP4,1283.0,phosphorylation reaction
SRPK2,ARL6IP4,1283.0,phosphorylation reaction
CUL3,ARMC5,4597.0,physical association
ARNT,EGLN1,28.0,physical association
ARNT,EGLN2,28.0,physical association
ARNT,EGLN3,28.0,physical association
HIF1A,ARNT,42.0,physical association
ARNT,HIF1AN,28.0,physical association
HIF3A,ARNT,6.0,physical association
SMAD4,ARNT,42.0,physical association
ARNTL,HIF1A,619.0,physical association
ARNTL,MTNR1B,1.0,physical association
CXCR2,ARPC3,4.0,physical association
RNF2,ARPC4,4574.0,physical association
ARPC5,ELAVL1,481.0,physical association
IL7R,ARPC5,111.0,physical association
IKBKG,ARPP19,239.0,physical association
ARR3,PLK4,619.0,physical association
ARR3,ZBTB43,619.0,physical association
ARR3,ZNF496,3001.0,physical association
ARRB1,CHUK,13.0,physical association
CLTC,ARRB1,20.0,physical association
EGR1,ARRB1,60.0,physical association
ARRB1,GNMT,3695.0,physical association
IKBKB,ARRB1,13.0,physical association
ARRB1,ITCH,5.0,physical association
MAP2K3,ARRB1,0.0,physical association
MAP3K14,ARRB1,13.0,physical association
ARRB1,MAPK14,0.0,physical association
ARRB1,MAPK9,619.0,physical association
NFKBIA,ARRB1,13.0,physical association
ARRB1,PTAFR,20.0,physical association
ARRB1,SLC9A1,8.0,physical association
STAM,ARRB1,13.0,physical association
TRAF6,ARRB1,16.0,physical association
ARRB2,CAMK1G,6.0,physical association
ARRB2,CHUK,13.0,physical association
ARRB2,DUSP16,1.0,physical association
ARRB2,ENG,5.0,physical association
ARRB2,IKBKB,13.0,physical association
ARRB2,KIR2DL1,4.0,physical association
ARRB2,MAP2K1,12.0,physical association
MAP2K4,ARRB2,6.0,physical association
ARRB2,MAP3K14,13.0,physical association
ARRB2,MAP3K5,6.0,physical association
ARRB2,MAPK1,12.0,physical association
ARRB2,MAPK10,6.0,physical association
ARRB2,MAPK9,619.0,physical association
NFKBIA,ARRB2,13.0,physical association
ARRB2,RAF1,12.0,physical association
TIGIT,ARRB2,4.0,physical association
ARRB2,TRAF6,16.0,physical association
ARSA,TRIP13,619.0,physical association
ART1,CAMP,1.0,adp ribosylation reaction
ART4,EGR1,272.0,physical association
ARVCF,ERBB2IP,184.0,physical association
SRPK1,ASAH1,1283.0,phosphorylation reaction
ASAH2,POLR2F,146.0,physical association
PLCG1,ASAP1,89.0,physical association
PLCG1,ASAP2,89.0,physical association
ASAP2,POLR2F,146.0,physical association
KMT2A,ASB10,8.0,physical association
CUL5,ASB13,4597.0,physical association
KMT2A,ASB14,8.0,physical association
KMT2A,ASB18,8.0,physical association
ASB2,KMT2A,8.0,physical association
CUL5,ASB6,4597.0,physical association
ASB6,ELAVL1,481.0,physical association
KMT2A,ASB7,8.0,physical association
CREB1,ASCC3,171.0,physical association
LYL1,ASCC3,171.0,physical association
KDM4A,ASCL2,7.0,physical association
EGR1,ASH1L,272.0,physical association
NME1-NME2,ASH2L,20.0,physical association
POLR3G,ASL,2.0,physical association
ASL,WDYHV1,619.0,physical association
ASNA1,ASPH,619.0,physical association
ASNA1,GPX7,619.0,physical association
ASNA1,HILPDA,619.0,physical association
ASNS,ATF3,6.0,physical association
ATF4,ASNS,6.0,physical association
ASNS,CEBPB,6.0,physical association
ASNS,GTF2B,6.0,physical association
ASNS,GTF2E1,6.0,physical association
ASNS,TBP,6.0,physical association
ASNS,TRIM69,619.0,physical association
ASNS,WDR27,619.0,physical association
ASPHD2,POLR2F,146.0,physical association
EZH2,ASPSCR1,4574.0,physical association
SRPK1,ASXL1,1283.0,phosphorylation reaction
ATAD2,EGR1,137.0,physical association
RNF2,ATAD3A,4574.0,physical association
SUZ12,ATAD3A,4574.0,physical association
ATAD3A,UBB,3624.0,ubiquitination reaction
SMAD2,ATAD3B,187.0,physical association
ATAD3B,UBB,3624.0,ubiquitination reaction
ATF4,ATF1,1.0,physical association
CIITA,ATF1,3.0,physical association
ATF1,CXCR4,2.0,physical association
FOS,ATF1,20.0,physical association
ATF1,IFNG,20.0,physical association
ATF1,KIR2DL4,7.0,physical association
ATF1,KIR3DL1,21.0,physical association
ATF1,YWHAZ,6.0,physical association
ATF2,CCL5,7.0,physical association
ATF2,CREB1,20.0,physical association
CREBBP,ATF2,8.0,physical association
ATF2,CSF3R,8.0,physical association
FOS,ATF2,20.0,physical association
IFNB1,ATF2,13.0,physical association
IFNG,ATF2,20.0,physical association
IRF2BP1,ATF2,26.0,physical association
JDP2,ATF2,26.0,physical association
ATF2,JUN,20.0,physical association
MAPK1,ATF2,14.0,phosphorylation reaction
MAPK10,ATF2,35.0,phosphorylation reaction
MAPK11,ATF2,14.0,phosphorylation reaction
ATF2,MAPK13,9.0,phosphorylation reaction
ATF2,MAPK14,9.0,phosphorylation reaction
MAPK3,ATF2,14.0,phosphorylation reaction
MAPK8,ATF2,35.0,phosphorylation reaction
MAPK9,ATF2,35.0,phosphorylation reaction
ATF2,MAPKAP1,4.0,physical association
NCOA6,ATF2,8.0,physical association
NFKB1,ATF2,6.0,physical association
PLA2G4C,ATF2,5.0,physical association
RELA,ATF2,6.0,physical association
RPS6KA5,ATF2,14.0,phosphorylation reaction
ATF2,SELE,7.0,physical association
SMAD3,ATF2,10.0,physical association
SMAD4,ATF2,10.0,physical association
ATF2,YTHDC2,3.0,physical association
ATF2,YWHAZ,6.0,physical association
ELAVL1,ATF3,13.0,physical association
HNRNPD,ATF3,2.0,physical association
MMP1,ATF3,19.0,physical association
NFKB1,ATF3,6.0,physical association
ATF3,SLC11A1,11.0,physical association
ATF3,SMARCA4,11.0,physical association
ATF4,BFSP2,619.0,physical association
ATF4,BTRC,619.0,physical association
ATF4,CCDC106,619.0,physical association
ATF4,CEBPG,619.0,physical association
ATF4,DDIT3,8.0,physical association
ATF4,EGR1,137.0,physical association
ATF4,GCC1,619.0,physical association
ATF4,GOLGA1,619.0,physical association
ATF4,GOLGA8EP,619.0,physical association
ATF4,GPS2,619.0,physical association
ATF4,IL2,1.0,physical association
ATF4,LDOC1,619.0,physical association
ATF4,MAP1LC3B,8.0,physical association
ATF4,NDC80,619.0,physical association
ATF4,REL,1.0,physical association
ATF4,TRIB3,619.0,physical association
ATF6,XBP1,3.0,physical association
JDP2,ATF7,26.0,physical association
NFKB1,ATF7,6.0,physical association
ATF7,RELA,6.0,physical association
ATG10,ATG12,1.0,covalent binding
ATG10,ATG5,1.0,covalent binding
ATG101,ATG13,764.0,physical association
ATG101,RB1CC1,2.0,physical association
ATG101,ULK1,5.0,physical association
ATG16L1,ATG12,11.0,physical association
ATG3,ATG12,4.0,physical association
ATG12,ATG5,4.0,covalent binding
ATG7,ATG12,8.0,physical association
ATG12,DDX58,26.0,physical association
ATG12,EGR1,272.0,physical association
ATG12,IFIH1,26.0,physical association
ATG12,MAVS,26.0,physical association
TECPR1,ATG12,10.0,physical association
WDFY3,ATG12,24.0,physical association
ATG13,MTOR,20.0,phosphorylation reaction
RB1CC1,ATG13,20.0,physical association
ATG13,ULK1,764.0,physical association
ULK2,ATG13,20.0,physical association
ATG14,BECN1,45.0,physical association
PIK3C3,ATG14,45.0,physical association
ATG14,PIK3R4,25.0,physical association
ATG16L1,ATG5,11.0,physical association
CLTC,ATG16L1,11.0,physical association
IKBKG,ATG16L1,434.0,physical association
MAVS,ATG16L1,3.0,physical association
NOD1,ATG16L1,2.0,physical association
NOD2,ATG16L1,2.0,physical association
TECPR1,ATG16L1,10.0,physical association
TUFM,ATG16L1,3.0,physical association
WDFY3,ATG16L1,24.0,physical association
ATG16L2,ATG5,10.0,physical association
ATG3,ATG5,4.0,physical association
ATG3,CFLAR,6.0,physical association
ATG3,FNBP1L,3.0,physical association
ATG3,MAP1LC3A,6.0,physical association
GABARAPL2,ATG4A,1.0,cleavage reaction
GABARAP,ATG4B,5.0,protein cleavage
GABARAPL1,ATG4B,5.0,cleavage reaction
GABARAPL2,ATG4B,5.0,protein cleavage
MAP1LC3A,ATG4B,5.0,protein cleavage
MAP1LC3B,ATG4B,5.0,cleavage reaction
ATG4D,CASP3,5.0,cleavage reaction
ATG4D,CASP8,5.0,cleavage reaction
BCL2L1,ATG5,3.0,physical association
CAPN1,ATG5,3.0,cleavage reaction
ATG5,CAPN2,3.0,cleavage reaction
COX5B,ATG5,2.0,physical association
DDIT3,ATG5,8.0,physical association
DDX58,ATG5,26.0,physical association
FADD,ATG5,8.0,physical association
IFIH1,ATG5,26.0,physical association
MAVS,ATG5,26.0,physical association
PPHLN1,ATG5,10.0,physical association
TECPR1,ATG5,764.0,physical association
WDFY3,ATG5,24.0,physical association
EP300,ATG7,4.0,physical association
ATG7,GABARAP,8.0,physical association
ATG7,GABARAPL2,8.0,physical association
IRF2,ATG7,788.0,physical association
ATG7,SIRT1,7.0,physical association
TBK1,ATG9A,788.0,physical association
ISG15,ATIC,311.0,physical association
RNF2,ATL3,4574.0,physical association
BRCA1,ATM,68.0,phosphorylation reaction
ATM,CHEK1,68.0,phosphorylation reaction
CHEK2,ATM,11.0,phosphorylation reaction
E4F1,ATM,68.0,phosphorylation reaction
EIF4EBP1,ATM,68.0,phosphorylation reaction
ELAVL1,ATM,481.0,physical association
EP300,ATM,46.0,physical association
ESPL1,ATM,68.0,phosphorylation reaction
IKBKB,ATM,9.0,physical association
ATM,IKBKG,9.0,physical association
LIG4,ATM,68.0,phosphorylation reaction
MRE11A,ATM,68.0,phosphorylation reaction
NBN,ATM,68.0,phosphorylation reaction
RAD17,ATM,68.0,phosphorylation reaction
RASSF1,ATM,68.0,phosphorylation reaction
RBBP8,ATM,68.0,phosphorylation reaction
RHEB,ATM,33.0,physical association
ATM,RPA2,11.0,phosphorylation reaction
ATM,STAT1,2.0,physical association
TELO2,ATM,28.0,physical association
TP53,ATM,68.0,phosphorylation reaction
WRN,ATM,68.0,phosphorylation reaction
LYL1,ATOH8,171.0,physical association
ATOX1,C21orf2,619.0,physical association
ATOX1,FAM118A,619.0,physical association
ATOX1,GGPS1,619.0,physical association
EGFR,ATP1A1,46.0,physical association
MAPK1,ATP1A1,5.0,phosphorylation reaction
MAPK3,ATP1A1,5.0,phosphorylation reaction
TPT1,ATP1A1,5.0,physical association
RS1,ATP1A3,4.0,physical association
EGFR,ATP1B1,46.0,physical association
ATP1B1,ELAVL1,481.0,physical association
ATP1B2,RS1,4.0,physical association
EZH2,ATP2A2,4574.0,physical association
RNF2,ATP2A2,4574.0,physical association
SUZ12,ATP2A2,4574.0,physical association
ERBB2IP,ATP2B1,184.0,physical association
NOS3,ATP2B1,3.0,physical association
ATP2B2,ERBB2IP,184.0,physical association
ATP2B2,NOS3,3.0,physical association
ATP2B2,SNTA1,184.0,physical association
ERBB2IP,ATP2B4,184.0,physical association
NOS3,ATP2B4,3.0,physical association
ATP4B,CCNDBP1,619.0,physical association
ATP5A1,ATP5B,619.0,physical association
CDK2,ATP5A1,446.0,physical association
ISG15,ATP5A1,311.0,physical association
ATP5A1,UBB,3624.0,physical association
ATP5A1,YWHAE,123.0,physical association
ATPAF2,ATP5B,619.0,physical association
CDK2,ATP5B,446.0,physical association
COMMD3-BMI1,ATP5B,4574.0,physical association
ELAVL1,ATP5B,3.0,physical association
EZH2,ATP5B,4574.0,physical association
IL7R,ATP5B,111.0,physical association
ISG15,ATP5B,311.0,physical association
RNF2,ATP5B,4574.0,physical association
SUZ12,ATP5B,4574.0,physical association
ATP5B,TIA1,3.0,physical association
ATP5B,TIAL1,3.0,physical association
YWHAE,ATP5B,123.0,physical association
EZH2,ATP5C1,4574.0,physical association
RNF2,ATP5C1,4574.0,physical association
SUZ12,ATP5C1,4574.0,physical association
CDK2,ATP5D,446.0,physical association
LGALS3,ATP5D,1.0,physical association
CDK2,ATP5F1,446.0,physical association
RNF2,ATP5F1,4574.0,physical association
ATP5G1,TRIM69,619.0,physical association
EGR1,ATP5H,272.0,physical association
COMMD3-BMI1,ATP5I,4574.0,physical association
RNF2,ATP5I,4574.0,physical association
CDK2,ATP5L,446.0,physical association
CDK2,ATP5O,446.0,physical association
SNTA1,ATP6V0B,184.0,physical association
ATP6V0C,EDA,619.0,physical association
ATP6V0C,MSR1,619.0,physical association
ATP6V0C,PSMA3,619.0,physical association
ATP6V0C,SMIM3,619.0,physical association
ATP6V1B2,TCF4,619.0,physical association
TRIM23,ATPAF2,619.0,physical association
RHEB,ATR,33.0,physical association
TELO2,ATR,28.0,physical association
SET,ATRIP,4.0,physical association
NEK1,ATRX,51.0,physical association
YWHAE,ATXN1,23.0,physical association
YWHAZ,ATXN1,23.0,physical association
COMMD3-BMI1,ATXN2,4574.0,physical association
ISG15,ATXN2,311.0,physical association
COMMD3-BMI1,ATXN2L,4574.0,physical association
ISG15,ATXN2L,311.0,physical association
MYD88,ATXN2L,3.0,physical association
SMAD3,ATXN2L,187.0,physical association
CEP72,ATXN7,162.0,physical association
ATXN7,LTBP4,162.0,physical association
ATXN7,MEGF8,162.0,physical association
ATXN7,NOC2L,162.0,physical association
ATXN7,NUP62,162.0,physical association
CTNNB1,AURKA,2.0,physical association
SRPK1,AURKA,1283.0,phosphorylation reaction
ZNF239,AURKA,6.0,phosphorylation reaction
SRPK1,AURKC,1283.0,phosphorylation reaction
IKBKG,AVPI1,239.0,physical association
GPRASP1,AVPR2,51.0,physical association
SNX1,AVPR2,51.0,physical association
AXIN1,CTNNB1,6.0,physical association
AXIN1,TSC2,4.0,physical association
AXL,CBL,3.0,physical association
AXL,GAS6,17.0,physical association
AXL,GRB2,20.0,physical association
AXL,LCK,44.0,physical association
AXL,MERTK,2.0,physical association
AXL,NCK2,20.0,physical association
PIK3R1,AXL,44.0,physical association
PIK3R2,AXL,44.0,physical association
AXL,PIK3R3,20.0,physical association
AXL,PLCG1,44.0,physical association
AXL,PTPN11,1.0,physical association
AXL,RANBP9,20.0,physical association
AXL,SOCS3,20.0,physical association
TENC1,AXL,20.0,physical association
AXL,TNK2,17.0,physical association
CALCOCO2,AZI2,788.0,physical association
AZI2,DDX58,4.0,physical association
AZI2,IFIH1,4.0,physical association
AZI2,IKBKE,18.0,physical association
AZI2,MAVS,4.0,physical association
AZI2,MIB1,788.0,physical association
AZI2,MTPAP,788.0,physical association
AZI2,N4BP1,788.0,physical association
AZI2,RNF31,788.0,physical association
AZI2,TBK1,788.0,physical association
TICAM1,AZI2,2.0,physical association
TNFRSF1A,AZI2,11.0,physical association
AZI2,TRAF3,788.0,physical association
TRIM38,AZI2,2.0,physical association
AZI2,TXLNA,788.0,physical association
AZI2,TXLNGY,788.0,physical association
AZU1,ELANE,51.0,physical association
AZU1,PITX3,4.0,physical association
B2M,HLA-E,6.0,physical association
B2M,IRF1,27.0,physical association
B2M,IRF2,27.0,physical association
B2M,IRF4,27.0,physical association
B2M,IRF8,27.0,physical association
B2M,KLRC1,6.0,physical association
B2M,KLRD1,6.0,physical association
B2M,MEX3A,17.0,physical association
B2M,MEX3B,17.0,physical association
MEX3C,B2M,17.0,physical association
B2M,NFKB1,27.0,physical association
B2M,PABPC1,17.0,physical association
B2M,RELA,27.0,physical association
B2M,USF1,27.0,physical association
B2M,USF2,27.0,physical association
B4GALT1,YWHAB,4.0,physical association
ZFP36,B4GALT1,4.0,physical association
BAALC,EGR1,137.0,physical association
BAAT,GOLGA8DP,619.0,physical association
BAAT,GOLGA8EP,619.0,physical association
BAAT,GOLGA8F,619.0,physical association
BABAM1,BRE,3001.0,physical association
NFATC4,BACE1,1.0,physical association
LMNA,BACE2,8.0,physical association
BCL2,BAD,11.0,physical association
BAD,BCL2L1,619.0,physical association
BAD,PAK1,2.0,phosphorylation reaction
RAF1,BAD,11.0,phosphorylation reaction
TP53,BAD,1.0,physical association
EGFR,BAG1,8.0,physical association
HSPA4,BAG1,8.0,physical association
BAG1,HSPA8,619.0,physical association
MYC,BAG1,1.0,physical association
NFKB1,BAG1,8.0,physical association
BAG1,PSMD2,619.0,physical association
BAG1,PTGS2,8.0,physical association
BAG1,RELA,8.0,physical association
TRIM23,BAG1,619.0,physical association
BAG1,TRIM27,619.0,physical association
KCNH2,BAG2,19.0,physical association
MYC,BAG2,2.0,physical association
SP1,BAG2,2.0,physical association
HSPA4,BAG3,8.0,physical association
IRAK1,BAG3,788.0,physical association
IRAK2,BAG3,788.0,physical association
SQSTM1,BAG3,8.0,physical association
BAG6,IKBKAP,2592.0,physical association
MAVS,BAG6,788.0,physical association
SNTA1,BAI2,184.0,physical association
STARD13,BAI2,31.0,physical association
SNTA1,BAI3,184.0,physical association
BAK1,BCL2A1,619.0,physical association
BCL2L1,BAK1,7.0,physical association
BAK1,BCL2L2,619.0,physical association
VDAC2,BAK1,7.0,physical association
ERBB2IP,BANF1,184.0,physical association
BANK1,IRF8,15.0,physical association
FOXK1,BAP1,1602.0,physical association
BAP1,HCFC1,1602.0,physical association
BAP1,JMJD6,1602.0,physical association
BARD1,BRCA1,62.0,physical association
BARD1,BRCA2,62.0,physical association
BRCC3,BARD1,62.0,physical association
BARD1,BRE,62.0,physical association
BARD1,CCDC136,619.0,physical association
BARD1,CEP70,619.0,physical association
BARD1,ELAVL1,481.0,physical association
BARD1,EXOC5,619.0,physical association
BARD1,FAM9B,619.0,physical association
BARD1,GOLGA2,619.0,physical association
IKBKAP,BARD1,514.0,physical association
BARD1,KRT40,619.0,physical association
BARD1,LDOC1,619.0,physical association
BARD1,RAD51,62.0,physical association
BARD1,SPAG5,619.0,physical association
BARD1,TP53,62.0,physical association
BARD1,TRAF1,619.0,physical association
UBB,BARD1,62.0,physical association
GATA3,BATF,103.0,physical association
BATF,IFI35,6.0,physical association
BATF,JUNB,6.0,physical association
TBX21,BATF,103.0,physical association
BATF2,JUNB,3695.0,physical association
BCL2,BAX,7.0,physical association
BCL2A1,BAX,5.0,physical association
BCL2L1,BAX,7.0,physical association
BAX,E2F1,5.0,physical association
EGR1,BAX,60.0,physical association
EP300,BAX,46.0,physical association
EPAS1,BAX,4.0,physical association
BAX,IRF3,4.0,physical association
BAX,MCL1,5.0,physical association
PPP1CA,BAX,133.0,physical association
BAX,PRKCZ,3.0,phosphorylation reaction
BAX,PTGS2,14.0,physical association
PYCARD,BAX,5.0,physical association
RUNX1,BAX,5.0,physical association
TP53,BAX,10.0,physical association
BAX,YAP1,5.0,physical association
RNF2,BAZ1B,4574.0,physical association
BAZ2A,EGR1,272.0,physical association
EGR1,BBC3,272.0,physical association
BBC3,NFKB2,23.0,physical association
TP53,BBC3,23.0,physical association
BBS2,MDFI,619.0,physical association
BBS2,PSME3,619.0,physical association
BBS2,RBPMS,619.0,physical association
BBS4,MYOG,619.0,physical association
ITGAM,BCAP31,6.0,physical association
BCAR1,BMX,22.0,physical association
CRK,BCAR1,10.0,physical association
BCAR1,LYN,3.0,physical association
BCAR1,PTPN1,9.0,physical association
SUZ12,BCAS2,4574.0,physical association
BCKDK,CREB1,171.0,physical association
BCKDK,LYL1,171.0,physical association
BCKDK,STAT3,3695.0,physical association
BCL3,BCL10,17.0,physical association
CARD10,BCL10,7.0,physical association
CARD11,BCL10,2.0,physical association
CARD9,BCL10,13.0,physical association
BCL10,IKBKG,23.0,physical association
MALT1,BCL10,23.0,physical association
MAP2K7,BCL10,13.0,physical association
MAP3K7,BCL10,19.0,physical association
MAPK9,BCL10,13.0,physical association
BCL10,RAD50,7.0,physical association
RELA,BCL10,17.0,physical association
RELB,BCL10,4.0,physical association
TRAF6,BCL10,8.0,physical association
UBE2N,BCL10,23.0,physical association
UBE2V2,BCL10,23.0,physical association
BCL11B,CHD3,55.0,physical association
BCL11B,HDAC1,55.0,physical association
BCL11B,HDAC2,55.0,physical association
MBD3,BCL11B,55.0,physical association
BCL11B,MTA1,55.0,physical association
BCL11B,MTA2,55.0,physical association
BCL2,BECN1,45.0,physical association
BIK,BCL2,7.0,physical association
BCL2,CEBPB,7.0,physical association
BCL2,FKBP8,20.0,physical association
BCL2,GLI1,4.0,physical association
BCL2,GLI2,10.0,physical association
KLF4,BCL2,3.0,physical association
BCL2,LEF1,6.0,physical association
BCL2,LGALS3,1.0,physical association
MAPK1,BCL2,13.0,phosphorylation reaction
BCL2,MAPK8,20.0,phosphorylation reaction
BCL2,MYB,6.0,physical association
BCL2,PPP2R4,13.0,physical association
BCL2,RAF1,11.0,physical association
BCL2,RB1,6.0,physical association
BCL2,STAT3,4.0,physical association
BCL2,TFAP2A,6.0,physical association
BCL2A1,BECN1,1.0,physical association
BCL2A1,BIK,619.0,physical association
BCL2A1,BMF,619.0,physical association
BCL2A1,CD40,14.0,physical association
BCL2A1,CEBPB,14.0,physical association
EP300,BCL2A1,14.0,physical association
BCL2A1,FAM9B,619.0,physical association
BCL2A1,GTF2B,14.0,physical association
BCL2A1,HMGA2,14.0,physical association
BCL2A1,JUN,14.0,physical association
BCL2A1,REL,14.0,physical association
BCL2A1,SMARCA4,14.0,physical association
BCL2A1,SPI1,1.0,physical association
BCL2A1,TAF1,14.0,physical association
BCL2A1,TBP,14.0,physical association
BECN1,BCL2L1,17.0,physical association
BIK,BCL2L1,7.0,physical association
EP300,BCL2L1,46.0,physical association
BCL2L1,MAPK8,20.0,phosphorylation reaction
BCL2L1,VDAC2,7.0,physical association
DYNLL1,BCL2L11,6.0,physical association
BCL2L11,MAPK8,6.0,phosphorylation reaction
BCL2L11,MCL1,12.0,physical association
